Code,Name,Address,City,Service Zone Code
H00714,BỆNH VIỆN PHỤ SẢN THIỆN AN,"27 ngõ 603 Lạc Long Quân, phường Xuân La, quận Tây Hồ, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00717,VIỆN TIM MẠCH BỆNH VIỆN BẠCH MAI,"78 Giải Phóng, phường Phương Mai, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00719,BỆNH VIỆN TIM HÀ NỘI,"92 Trần Hưng Đạo, phường Trần Hưng Đạo, quận Hoàn Kiếm, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00721,BỆNH VIỆN THANH NHÀN,"42 Thanh Nhàn, phường Thanh Nhàn, quận Hai Bà Trưng, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00725,BỆNH VIỆN UNG BƯỚU HÀ NỘI,"42A Thanh Nhàn, phường Thanh Nhàn, quận Hai Bà Trưng, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00728,BỆNH VIỆN ĐA KHOA XANH PÔN,"12 Chu Văn An, phường Điện Biên, quận Ba Đình, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00730,BỆNH VIỆN VIỆT PHÁP HÀ NỘI,"1 Phương Mai, phường Phương Mai, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00734,BỆNH VIỆN THẨM MỸ XUÂN HƯƠNG,"22 Triệu Việt Vương, phường Bùi Thị Xuân, quận Hai Bà Trưng, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00742,BỆNH VIỆN ĐA KHOA HUYỆN CHƯƠNG MỸ,"120 Hòa Sơn, thị trấn Chúc Sơn, huyện Chương Mỹ, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00746,TRUNG TÂM Y TẾ HUYỆN PHÚ XUYÊN,"Tiểu khu Thao Chính, thị trấn Phú Xuyên, huyện Phú Xuyên, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00755,TRUNG TÂM Y TẾ QUẬN HOÀNG MAI,"Khu Trung Tâm Hành chính quận Hoàng Mai, phường Thịnh Liệt, quận Hoàng Mai, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00760,VIỆN BỎNG QUỐC GIA LÊ HỮU TRÁC,"263 Phùng Hưng, phường Phúc La, quận Hà Đông, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00768,BỆNH VIỆN NHI HÀ NỘI,"Đường Nguyễn Trác, phường Yên Nghĩa, quận Hà Đông, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00782,TRUNG TÂM Y TẾ THỊ XÃ KỲ ANH," Thôn Tân Giang, xã Kỳ Giang, huyện Kỳ Anh, tỉnh Hà Tĩnh",HÀ TĨNH,MD NORTH
H00783,TRUNG TÂM Y TẾ NGÀNH CAO SU,"410 Trường Chinh, phường 13, quận Tân Bình, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H00790,TRUNG TÂM Y TẾ HUYỆN HƯƠNG SƠN,"Tổ 2, thị trấn Phố Châu, huyện Hương Sơn, tỉnh Hà Tĩnh",HÀ TĨNH,MD NORTH
H00793,TRUNG TÂM Y TẾ HUYỆN THẠCH HÀ," Thị trấn Thạch Hà, huyện Thạch Hà, tỉnh tỉnh Hà Tĩnh",HÀ TĨNH,MD NORTH
H00807,BỆNH VIỆN ĐA KHOA QUỐC TẾ VINMEC CẦN THƠ,"150A Đ.3/2, Xuân Khánh, Ninh Kiều, Cần Thơ",Cần Thơ,MD MEKONG
H00826,TRUNG TÂM Y TẾ HUYỆN KIM THÀNH,"Thị trấn Phú Thái, huyện Kim Thành, thành phố Hải Dương, tỉnh Hải Dương",HẢI DƯƠNG,MD NORTH
H00830,BỆNH VIỆN ĐA KHOA CÁT BÀ,"1-2-3 Hà Sen, thị trấn Cát Bà, huyện Cát Hải, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00831,SỞ Y TẾ TỈNH HẢI PHÒNG,"38 Lê Đại Hành, quận Hồng Bàng, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00835,BỆNH VIỆN ĐA KHOA KIẾN AN,"35 Trần Tất Văn, phường Phù Liễn, quận Kiến An, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00837,TRUNG TÂM Y TẾ HUYỆN TIÊN LÃNG,"130 Phạm Ngọc Đa, khu 8, thị trấn Tiên Lãng, huyện Tiên Lãng, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00838,TRUNG TÂM Y TẾ HUYỆN VĨNH BẢO,"154 tiểu khu Tân Hoà, huyện Vĩnh Bảo, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00842,TRUNG TÂM Y TẾ QUẬN LÊ CHÂN,"169 Tô Hiệu, phường Trại Cau, quận Lê Chân, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00849,BỆNH VIỆN ĐA KHOA QUỐC TẾ VINMEC HẢI PHÒNG,"Tổ 31, phường Vĩnh Niệm, quận Lê Chân, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00851,BỆNH VIỆN ĐẠI HỌC Y HẢI PHÒNG,"225C Lạch Tray, quận Ngô Quyền, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00853,BỆNH VIỆN HỮU NGHỊ VIỆT TIỆP,"01 Nhà Thương, phường Cát Dài, quận Lê Chân, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00857,BỆNH VIỆN PHỤ SẢN HẢI PHÒNG,"19 Trần Quang Khải, quận Hồng Bàng, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00860,BỆNH VIỆN TÂM THẦN HẢI PHÒNG,"Cụm II, phường Đông Khê, quận Ngô Quyền, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00864,BỆNH VIỆN TRẺ EM HẢI PHÒNG,"Phố Việt Đức, phường Lãm Hà, quận Kiến An, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00870,TRUNG TÂM Y TẾ QUẬN KIẾN AN,"360 Trần Thành Ngọ, quận Kiến An, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00872,BỆNH VIỆN ĐA KHOA HỒNG PHÚC,"05 Hồ Xuân Hương, phường Minh Khai, quận Hồng Bàng, thành phố Hải Phòng",HẢI PHÒNG,MD NORTH
H00880,TRUNG TÂM Y TẾ QUẬN NGÔ QUYỀN,"7 Phạm Minh Đức, phường Máy Tơ, quận Ngô Quyền, thành phố Hải Phòng ",HẢI PHÒNG,MD NORTH
H00920,BỆNH VIỆN ĐA KHOA PHỐ NỐI,"Phường Bần Yên Nhân, thị xã Mỹ Hào, tỉnh Hưng Yên",HƯNG YÊN,MD NORTH
H00921,BỆNH VIỆN ĐA KHOA TỈNH HƯNG YÊN,"Đường Hải Thượng Lãn Ông, phường An Tảo, thành phố Hưng Yên, tỉnh Hưng Yên",HƯNG YÊN,MD NORTH
H00922,BỆNH VIỆN BỆNH NHIỆT ĐỚI TỈNH HƯNG YÊN,"Phường Lam Sơn,thành phố Hưng Yên, tỉnh Hưng Yên",HƯNG YÊN,MD NORTH
H00924,BỆNH VIỆN SẢN NHI TỈNH HƯNG YÊN,"2 Tôn Thất Tùng, phường An Tảo, thành phố Hưng Yên, tỉnh Hưng Yên",HƯNG YÊN,MD NORTH
H00927,BỆNH VIỆN PHỔI TỈNH HƯNG YÊN,"Đường Phạm Bạch Hổ, phường Hiến Nam, thành phố Hưng Yên, tỉnh Hưng Yên",HƯNG YÊN,MD NORTH
H00933,BỆNH VIỆN TÂM THẦN TRUNG ƯƠNG 1,"Xã Hoà Bình, huyện Thường Tín, thành phố Hà Nội",HÀ NỘI,MD NORTH
H00940,TRUNG TÂM Y TẾ HUYỆN KHOÁI CHÂU,"Thị trấn Khoái Châu, huyện Khoái Châu , tỉnh Hưng Yên",HƯNG YÊN,MD NORTH
H00942,TRUNG TÂM Y TẾ HUYỆN PHÙ CỪ,"Thị trấn Trần Cao, huyện Phù Cừ, tỉnh Hưng Yên",HƯNG YÊN,MD NORTH
H00943,TRUNG TÂM Y TẾ HUYỆN TIÊN LỮ,"Thị Trấn Vương, huyện Tiên Lữ, tỉnh Hưng Yên",HƯNG YÊN,MD NORTH
H00944,TRUNG TÂM Y TẾ HUYỆN VĂN GIANG,"Đường 179, thôn Vàng, xã Cửu Cao, huyện Văn Giang, tỉnh Hưng Yên",HƯNG YÊN,MD NORTH
H01002,CỤC QUÂN Y,"276 Nghi Tàm, phường Quảng An, quận Tây Hồ, thành phố Hà Nội",HÀ NỘI,MD NORTH
H01024,BỆNH VIỆN ĐA KHOA HOÀNG VIỆT,"Tổ 10, phường Hưng Thành, thành phố Tuyên Quang, tỉnh Tuyên Quang",TUYÊN QUANG,MD NORTH
H01025,BỆNH VIỆN VIỆT PHÚC SÀI GÒN,"87 Lý Chiêu Hoàng, phường 10, quận 6, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01027,BỆNH VIỆN ĐA KHOA HUYỆN VĂN GIANG,"Đường 179, thôn Vàng, xã Cửu Cao, huyện Văn Giang, tỉnh Hưng Yên",HƯNG YÊN,MD NORTH
H01030,BỆNH VIỆN ĐA KHOA HOÀ BÌNH - HẢI DƯƠNG,"Phố Phạm Xuân Huân, phường Hải Tân, thành phố Hải Dương, tỉnh Hải Dương",Hải Dương,MD NORTH
H01042,TRUNG TÂM Y TẾ HUYỆN THAN UYÊN,"Khu 4, thị trấn Than Uyên, huyện Than Uyên, tỉnh Lai Châu",LAI CHÂU,MD NORTH
H01067,PHÒNG KHÁM ĐA KHOA YÊN MỸ,"Thôn Lãng Cầu, xã Tân Việt, huyện Yên Mỹ, tỉnh Hưng Yên",HƯNG YÊN,MD NORTH
H01081,BỆNH VIỆN THÁI BÌNH ĐA KHOA CHẤT LƯỢNG CAO,"104 Phan Bá Vành, phường Quang Trung, thành phố Thái Bình, tỉnh Thái Bình",THÁI BÌNH,MD NORTH
H01082,BỆNH VIỆN ĐẠI HỌC Y KHOA PHAN CHÂU TRINH,"09 Nguyễn Gia Thiều, phường Điện Ngọc, TX. Điện Bàn, tỉnh Quảng Nam",QUẢNG NAM,MD CENTRAL
H01098,BỆNH VIỆN ĐA KHOA HUYỆN BẢO THẮNG,"Thị trấn Phố Lu, huyện Bảo Thắng, tỉnh Lào Cai",LÀO CAI,MD NORTH
H01102,BỆNH VIỆN SẢN NHI TỈNH LÀO CAI,"01 Võ Nguyên Giáp, phường Bình Minh, thành phố Lào Cai, tỉnh Lào Cai",LÀO CAI,MD NORTH
H01105,BỆNH VIỆN ĐA KHOA HUYỆN BẮC HÀ,"Đường 20/9, thị trấn Bắc Hà, huyện Bắc Hà, tỉnh Lào Cai",LÀO CAI,MD NORTH
H01107,BỆNH VIỆN ĐA KHOA HUYỆN VĂN BÀN,"Tổ dân phố số 5, thị trấn Khánh Yên, huyện Văn Bàn, Lào Cai",LÀO CAI,MD NORTH
H01187,BỆNH VIỆN CHẤN THƯƠNG CHỈNH HÌNH NGHỆ AN,"Số 11, Đường Mai Hắc Đế, Thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01190,BỆNH VIỆN ĐA KHOA THÀNH PHỐ VINH,"161B, Nguyễn Phong Sắc, phường Hưng Dũng, thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01193,BỆNH VIỆN ĐA KHOA AN PHÁT,"Đường Xô Viết Nghệ Tĩnh, thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01194,BỆNH VIỆN ĐẠI HỌC Y KHOA VINH,"161B, Nguyễn Phong Sắc, phường Hưng Dũng, thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01204,BỆNH VIỆN ĐA KHOA QUANG THÀNH,Khối Vĩnh Tân – phường Nghi Hương – thị xã Cửa Lò,NGHỆ AN,MD NORTH
H01207,BỆNH VIỆN THÁI THƯỢNG HOÀNG,"19 Tôn Thất Tùng, phường Hưng Dũng, thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01219,BỆNH VIỆN ĐA KHOA QUANG KHỞI,"Khối Tân Minh, thị trấn Nghĩa Đàn, huyện Nghĩa Đàn, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01222,BỆNH VIỆN GIAO THÔNG VẬN TẢI VINH,"28 Nguyễn Sỹ Sách, phường Hưng Bình, thành phố Vinh, tỉnh Nghệ An",NGHỆ AN,MD NORTH
H01253,BỆNH VIỆN ĐA KHOA TỈNH NINH BÌNH,"Đường Tuệ Tĩnh, phường Nam Thành, thành phố Ninh Bình, tỉnh Ninh Bình",NINH BÌNH,MD NORTH
H01256,TRUNG TÂM Y TẾ HUYỆN GIA VIỄN,"Phố Tiến Yết, thị Trấn Me, huyện Gia Viễn, tỉnh Ninh Bình",NINH BÌNH,MD NORTH
H01267,SỞ Y TẾ TỈNH NINH BÌNH,"18 Kim Đồng, phường Phúc Thành, thành phố Ninh Bình, tỉnh Ninh Bình",NINH BÌNH,MD NORTH
H01301,TRUNG TÂM Y TẾ HUYỆN CẨM KHÊ,"147 Hoa Khê, thị trấn Cẩm Khê, huyện Cẩm Khê, tỉnh Phú Thọ",PHÚ THỌ,MD NORTH
H01317,BỆNH VIỆN MẮT TỈNH PHÚ THỌ,"10 Nguyễn Du, phường Nông Trang, thành phố Việt Trì, tỉnh Phú Thọ",PHÚ THỌ,MD NORTH
H01318,BỆNH VIỆN SẢN NHI TỈNH PHÚ THỌ,"Nguyễn Tất Thành, phường Nông Trang, thành phố Việt Trì, tỉnh Phú Thọ",PHÚ THỌ,MD NORTH
H01362,TRUNG TÂM Y TẾ HUYỆN QUẢNG TRẠCH,"Thôn Hòa Bình, xã Quảng Hưng, huyện Quảng Trạch, tỉnh Quảng Bình",QUẢNG BÌNH,MD CENTRAL
H01363,TRUNG TÂM Y TẾ HUYỆN TUYÊN HÓA,"Tiểu khu Tam Đồng, thị trấn Đồng Lê, huyện Tuyên Hoá, tỉnh Quảng Bình",QUẢNG BÌNH,MD CENTRAL
H01572,BỆNH VIỆN ĐA KHOA NAM TIỀN HẢI,"Xã Nam Trung, huyện Tiền Hải, tỉnh Thái Bình",THÁI BÌNH,MD NORTH
H01573,BỆNH VIỆN ĐA KHOA THÁI NINH,"Xã Thái Hưng, huyện Thái Thụy, tỉnh Thái Bình",THÁI BÌNH,MD NORTH
H01588,SỞ Y TẾ TỈNH THÁI BÌNH," 239, Hai Bà Trưng, thành phố Thái Bình, tỉnh Thái Bình",THÁI BÌNH,MD NORTH
H01592,BỆNH VIỆN ĐA KHOA TỈNH THÁI BÌNH,"530 Lý Bôn, phường Quang Trung, thành phố Thái Bình, tỉnh Thái Bình",THÁI BÌNH,MD NORTH
H01593,BỆNH VIỆN ĐA KHOA HOÀNG AN,"786 Lý Bôn, phường Quang Trung, thành phố Thái Bình, tỉnh Thái Bình",THÁI BÌNH,MD NORTH
H01603,BỆNH VIỆN ĐA KHOA HUYỆN HƯNG HÀ,"Xã Minh Khai, huyện Hưng Hà, tỉnh Thái Bình",THÁI BÌNH,MD NORTH
H01629,BỆNH VIỆN ĐA KHOA TRUNG ƯƠNG THÁI NGUYÊN," 479 Lương Ngọc Quyến, thành phố Thái Nguyên, tỉnh Thái Nguyên",THÁI NGUYÊN,MD NORTH
H01634,BỆNH VIỆN QUỐC TẾ THÁI NGUYÊN,"328 Lương Ngọc Quyến, thành phố Thái Nguyên, tỉnh Thái Nguyên",THÁI NGUYÊN,MD NORTH
H01653,BỆNH VIỆN ĐIỀU DƯỠNG PHỤC HỒI CHỨC NĂNG TRUNG ƯƠNG,"14 Nguyễn Du, phường Trường Sơn, thành phố Sầm Sơn, tỉnh Thanh Hóa",THANH HÓA,MD NORTH
H01661,BỆNH VIỆN ĐA KHOA HẢI TIÊN,"Xã Hoằng Ngọc, huyện Hoằng Hóa, tỉnh Thanh Hóa",THANH HÓA,MD NORTH
H01662,BỆNH VIỆN ĐA KHOA THANH HÀ,"Khu đô thị Bắc Đại Lộ Lê Lợi, Đông Hương, tỉnh Thanh Hóa",THANH HÓA,MD NORTH
H01669,BỆNH VIỆN ĐA KHOA HỢP LỰC,"595 Nguyễn Chí Thanh, phường Đông Thọ, thành phố Thanh Hóa",THANH HÓA,MD NORTH
H01678,BỆNH VIỆN ĐA KHOA KHU VỰC NGỌC LẶC ,"Lê Duẩn, thị trấn Ngọc Lặc, huyện Ngọc Lặc, tỉnh Thanh Hóa",THANH HÓA,MD NORTH
H01685,BỆNH VIỆN PHỔI THANH HÓA ," 302 Nguyễn Hữu Cảnh, phường Quảng Thịnh, thành phố Thanh Hoá, tỉnh Thanh Hóa   ",THANH HÓA,MD NORTH
H01690,BỆNH VIỆN NHI TỈNH THANH HÓA," 724 Quang Trung, phường Đông Vệ, thành phố Thanh Hóa",THANH HÓA,MD NORTH
H01691,BỆNH VIỆN PHỤ SẢN TỈNH THANH HÓA,"183 Hải Thượng Lãn Ông, thành phố Thanh Hóa, tỉnh Thanh Hóa",THANH HÓA,MD NORTH
H01692,BỆNH VIỆN UNG BƯỚU THANH HÓA,"958 Quang Trung, phường Đông Vệ, thành phố Thanh Hoá, tỉnh Thanh Hóa",THANH HÓA,MD NORTH
H01698,TRUNG TÂM Y TẾ HUYỆN NÔNG CỐNG,"Xã Minh Thọ, thị trấn Nông Cống, huyện Nông Cống, tỉnh Thanh Hoá",THANH HÓA,MD NORTH
H01931,BỆNH VIỆN ĐA KHOA TRÀ VINH," 399  Nguyễn Đáng, khóm 10, phường 7, thành phố Trà Vinh, tỉnh Trà Vinh",TRÀ VINH,MD MEKONG
H01960,SỞ Y TẾ TỈNH TUYÊN QUANG," 01,  Đinh Tiên Hoàng, phường Tân Quang, thành phố Tuyên Quang, tỉnh Tuyên Quang",TUYÊN QUANG,MD NORTH
H02012,TRUNG TÂM Y TẾ HUYỆN BÌNH XUYÊN,"Khu Phố I, thị trấn Hương Canh, huyện Bình Xuyên, tỉnh Vĩnh Phúc",VĨNH PHÚC,MD NORTH
H02046,BỆNH VIỆN PHỤC HỒI CHỨC NĂNG HÀ NỘI,"35 Lê Văn Thiêm, phường Thanh Xuân Trung, quận Thanh Xuân, thành phố Hà Nội",HÀ NỘI,MD NORTH
H02060,BỆNH VIỆN DÃ CHIẾN SỐ 14,"02 Trường Chinh, phường Tây Thạnh, quận Tân Phú, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02063,BỆNH VIỆN DÃ CHIẾN SỐ 16,"16 Đào Trí, phường Phú Nhuận, quận 7, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02505,BỆNH VIỆN DÃ CHIẾN SỐ 6,"Phường An Khánh, thành phố Thủ Đức, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02511,BỆNH VIỆN MẮT HÀ NỘI THÁI BÌNH,"709 Lê Quý Đôn, phường Trần Lãm, thành phố Thái Bình, tỉnh Thái Bình",THÁI BÌNH,MD NORTH
KHACHLE-02,CÔNG TY TNHH THƯƠNG MẠI VẠN MINH,"Số 10, Ngõ 281, phố Phương Mai, Phường Kim Liên, Quận Đống Đa",HÀ NỘI,MD NORTH
KHACHLE-03,MR. DƯƠNG TUẤN ANH,Hà nội,HÀ NỘI,MD NORTH
KHACHLE-06,CÔNG TY TNHH THIẾT BỊ Y TẾ G.O.Y.O.H VIỆT NAM,"T3, Tòa nhà ND, số 17, ngõ 82 phố Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy",HÀ NỘI,MD NORTH
KHACHLE-07,MIPEC,Hà nội,HÀ NỘI,MD NORTH
KHACHLE-09,PHẠM THÙY LINH,Hà nội,HÀ NỘI,MD NORTH
STOCK-NMC,STOCK-NMC,"No. 3 alley 117, Dang Tien Dong Street, Trung Liet Ward, Dong Da District",HÀ NỘI,MD NORTH
DO01004_1,Baxter Healthcare (Asia) Pte. Ltd,Hồ Chí Minh,HỒ CHÍ MINH,MD SOUTH
H00161,BỆNH VIỆN ĐA KHOA KHU VỰC BỒNG SƠN,"202 Quang Trung, phường Bồng Sơn, thị xã Hoài Nhơn, tỉnh Bình Định",BÌNH ĐỊNH,MD CENTRAL
H00174,TRUNG TÂM Y TẾ THỊ XÃ AN NHƠN,"01 Tôn Thất Tùng, phường Nhơn Hưng, thị xã An Nhơn, tỉnh Bình Định",BÌNH ĐỊNH,MD CENTRAL
H00244,BỆNH VIỆN ĐA KHOA AN PHƯỚC,"235 Trần Phú, phường Phú Trinh, thành phố Phan Thiết, tỉnh Bình Thuận",BÌNH THUẬN,MD SOUTH
H00247,BỆNH VIỆN ĐA KHOA TỈNH BÌNH THUẬN,"1 Tôn Thất Bách, phường Phú Tài, thành phố Phan Thiết, tỉnh Bình Thuận",BÌNH THUẬN,MD SOUTH
H00402,BỆNH VIỆN ĐA KHOA ĐẠI HỌC TÂY NGUYÊN,"567 Lê Duẩn, phường Ea Tam, thành phố Buôn Ma Thuột, tỉnh Đắk Lắk",ĐẮK LẮK,MD SOUTH
H00410,BỆNH VIỆN ĐA KHOA THIỆN HẠNH,"17 Nguyễn Chí Thanh, phường Tân An, thành phố Buôn Ma Thuột, tỉnh Đắk Lắk",ĐẮK LẮK,MD SOUTH
H00528,BỆNH VIỆN 311,"818 Phạm Văn Đồng, phườngYên Thế, thành phố Pleiku, tỉnh Gia Lai",GIA LAI,MD SOUTH
H00530,BỆNH VIỆN NHI TỈNH GIA LAI,"Thôn 6, đường Cách Mạng Tháng 8, xã Trà Đa, thành phố Pleiku, tỉnh Gia Lai",GIA LAI,MD SOUTH
H01070,BỆNH VIỆN THẨM MỸ NGỌC DUNG,"33 Nguyễn Bỉnh Khiêm, phường Đa Kao, quận 1, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01077,BỆNH VIỆN SÀI GÒN YOUNG,"26 Huỳnh Đình Hai, phường 24, quận Bình Thạnh, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01151,TRUNG TÂM Y TẾ HUYỆN TÂN HƯNG,"2 đường 3/2, thị trấn Tân Hưng, huyện Tân Hưng, tỉnh Long An",LONG AN,MD MEKONG
H01416,BỆNH VIỆN ĐA KHOA TƯ NHÂN PHÚC HƯNG,"06 Cao Bá Quát, phường Nghĩa Chánh, thành phố Quảng Ngãi, tỉnh Quảng Ngãi",QUẢNG NGÃI,MD CENTRAL
H01425,BỆNH VIỆN SẢN NHI TỈNH QUẢNG NGÃI,"184 Đại lộ Hùng Vương, P. Trần Phú, tỉnh Quảng Ngãi",QUẢNG NGÃI,MD CENTRAL
H01720,BỆNH VIỆN CTCH PHẪU THUẬT TẠO HÌNH HUẾ,"102 Phạm Văn Đồng, phường Vỹ Dạ, thành phố Huế, tỉnh Thừa Thiên Huế",THỪA THIÊN–HUẾ,MD CENTRAL
H01765,BỆNH VIỆN NHIỆT ĐỚI THÀNH PHỐ HỒ CHÍ MINH,"764 Võ Văn Kiệt, phường 1, quận 5, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01778,BỆNH VIỆN DA LIỄU THÀNH PHỐ HỒ CHÍ MINH,"2 Nguyễn Thông, phường 6, quận 3, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01785,BỆNH VIỆN ĐA KHOA KHU VỰC CỦ CHI,"9A Nguyễn Văn Hoài, ấp Bàu Tre 2, xã Tân An Hội, huyện Củ Chi, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01789,BỆNH VIỆN THÂN DÂN,"686 Trần Hưng Đạo, phường 2, quận 5, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01795,NHA KHOA THIÊN SỨ,"94-96A Trần Hưng Đạo, phường Phạm Ngũ Lão, quận 1, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01796,BỆNH VIỆN THẨM MỸ NGÔ MỘNG HÙNG,"219B-221 Nguyễn Đình Chiểu, phường 5, quận 3, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01824,BỆNH VIỆN ĐA KHOA VẠN HẠNH,"781/B1-B3-B5 Lê Hồng Phong nối dài, phường 12, quận 10, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01830,PHÒNG KHÁM ĐẠI HỌC Y DƯỢC THÀNH PHỐ HỒ CHÍ MINH,"20-22 Dương Quang Trung, phường 12, quận 10, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01856,BỆNH VIỆN NHI ĐỒNG 1,"341 Sư Vạn Hạnh, phường 10, quận 10, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01869,BỆNH VIỆN QUẬN 6,"02D Chợ Lớn, phường 11, quận 6, thành hố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H01886,BỆNH VIỆN ĐA KHOA QUỐC ÁNH,"104-110 đường 54 (Quốc lộ 1A), khu dân cư Tân Tạo, phường Tân Tạo, quận Bình Tân",HỒ CHÍ MINH,MD SOUTH
H01887,BỆNH VIỆN QUỐC TẾ CITY (CIH),"3 đường 17A, phường Bình Trị Đông B, quận Bình Tân, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02072,CÔNG TY TNHH BỆNH VIỆN NGOẠI KHOA SÀI GÒN,"11A Đinh Bộ Lĩnh, phường 24, quận Bình Thạnh, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02075,BỆNH VIỆN THẨM MỸ THU CÚC,"218 Điện Biên Phủ, quận 3, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02083,BỆNH VIỆN THẨM MỸ QUỐC TẾ JT ANGEL,"852-852A, An Dương Vương, phường 13, quận 6, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
H02512,CÔNG TY TNHH TRUNG TÂM MẮT QUỐC TẾ PHƯƠNG ĐÔNG,"Số 71-73 Ngô Thời Nhiệm, phường Võ Thị Sáu, quận 3, thành phố Hồ Chí Minh",HỒ CHÍ MINH,MD SOUTH
KHACHLE-01,KHÁCH LẺ,Hồ Chí Minh,HỒ CHÍ MINH,MD SOUTH
KHACHLE-04,KHÁCH LẺ,Hồ Chí Minh,HỒ CHÍ MINH,MD SOUTH
KHACHLE-11,CÔNG TY TNHH DỊCH VỤ VÀ ĐẦU TƯ HOÀNG AN,"Lầu 3, Tòa nhà Văn phòng, số 47-49-51 Phùng Khắc Khoan, Phường Đa Kao, Quận 1",HỒ CHÍ MINH,MD CENTRAL
H00705,BỆNH VIỆN HỖ TRỢ SINH SẢN VÀ NAM HỌC ĐỨC PHÚC,"48 Ô Đồng Lầm, phường Phương Liên, quận Đống Đa, thành phố Hà Nội",HÀ NỘI,MD NORTH
H01840,BỆNH VIỆN HUYỆN BÌNH CHÁNH,"1 Đường số 1, khu trung tâm hành chính huyện , thị trấn Tân Túc, huyện Bình Chánh",HỒ CHÍ MINH,MD SOUTH
H00179,TRUNG TÂM Y TẾ HUYỆN BẢO THẮNG," Đường Cách Mạng Tháng 8, huyện Bảo Thắng, tỉnh Lào Cai",LÀO CAI,MD NORTH
H00182,TRUNG TÂM Y TẾ HUYỆN SA PA,"Tổ 1, phường Sa Pả, thị xã Sa Pa, tỉnh Lào Cai",LÀO CAI,MD NORTH
H00202,TRUNG TÂM Y TẾ HUYỆN VĂN BÀN,"Khối 5, đường Chiềng On, phường Bình Minh, thành phố Lào Cai",LÀO CAI,MD NORTH
H00457,BỆNH VIỆN ĐA KHOA TỈNH ĐIỆN BIÊN,"Phường Noong Bua, thành phố Điện Biên Phủ, tỉnh Điện Biên",ĐIỆN BIÊN,MD NORTH
